Fire Year,District,Unit,Fire Number,Fire Name,Legal,Latitude,Longitude,Fuel Model,County,Report Date,General Cause,ODF_Acres,Total_Acres
2019,72 - Coos,Coos FPA,23,Ida Lane,T25S R13W S34 NENW,"43°  21'  52.5""","-124°  13'  59.6""",H,Coos,7/17/19 12:20,Debris Burning,0.01,0.01
2019,72 - Coos,Coos FPA,33,Bunker Hill,T25S R13W S35 NWSE,"43°  21'  28.2""","-124°  12'  15.78""",A,Coos,7/28/19 0:06,Smoking,0.01,0.01
2019,72 - Coos,Coos FPA,34,Lake Marie,T22S R13W S13 SENW,"43°  39'  46""","-124°  11'  47""",L,Douglas,7/29/19 17:09,Miscellaneous,0.01,0.01
2019,72 - Coos,Coos FPA,35,SW 12th Rd,T26S R14W S10 NESE,"43°  19'  39""","-124°  20'  21.3""",X,Coos,7/31/19 6:15,Miscellaneous,0.1,0.1
2019,72 - Coos,Coos FPA,40,Seven Devils Rd,T27S R14W S28 NENW,"43°  12'  26""","-124°  22'  0""",K,Coos,8/2/19 17:30,Smoking,0.1,0.1
2019,72 - Coos,Coos FPA,44,Marlow Creek,T24S R11W S11 SENE,"43°  30'  17""","-123°  57'  45""",J,Coos,8/5/19 8:00,Recreationist,0.94,0.94
2019,72 - Coos,Gold Beach,49,Jim Hunt Creek,T36S R14W S11 SWSW,"42°  28'  15.31""","-124°  20'  7.54""",H,Curry,8/12/19 15:46,Miscellaneous,0.01,0.01
2019,72 - Coos,Gold Beach,52,South Bank Chetco Rd,T40S R13W S24 SWNE,"42°  5'  56""","-124°  11'  29""",H,Curry,8/15/19 18:45,Miscellaneous,0.03,0.03
2019,72 - Coos,Gold Beach,54,MM2 HWY42S,T28S R14W S21 NWSE,"43°  7'  40""","-124°  21'  48""",H,Coos,8/16/19 9:41,Equipment Use,0.25,0.25
2019,72 - Coos,Coos FPA,55,Libby Lane,T26S R13W S5 SWSE,"43°  20'  22.8""","-124°  15'  48.5""",H,Coos,8/17/19 18:38,Smoking,0.01,0.01
2019,72 - Coos,Gold Beach,57,Silver Butte Rd,T32S R15W S29 SWSE,"42°  46'  12.2""","-124°  30'  8.9""",H,Curry,8/20/19 1:10,Miscellaneous,0.05,0.05
2019,72 - Coos,Coos FPA,60,Doris Place Boat Ramp,T25S R12W S26 NENW,"43°  22'  49""","-124°  5'  41""",F,Coos,8/24/19 11:50,Smoking,0.01,0.01
2019,72 - Coos,Bridge,64,Twelvemile Creek #2,T30S R9W S10 NENE,"42°  58'  40.2""","-123°  44'  34.2""",A,Douglas,8/26/19 15:45,Equipment Use,0.01,0.01
2019,72 - Coos,Coos FPA,66,Wind Song Lane,T23S R13W S13 SESW,"43°  34'  19.5""","-124°  11'  50.58""",A,Coos,8/28/19 21:58,Equipment Use,0.28,0.28
2019,72 - Coos,Coos FPA,67,Big Creek,T22S R12W S36 SWSW,"43°  36'  46.8""","-124°  4'  53.4""",H,Douglas,8/30/19 10:26,Lightning,0.08,0.08
2019,72 - Coos,Coos FPA,73,Marine Lane,T24S R13W S27 SWNE,"43°  27'  33.3""","-124°  13'  42.3""",H,Coos,9/2/19 11:57,Recreationist,0.01,0.01
2019,72 - Coos,Bridge,74,Cribbins Lane,T29S R11W S35 SENE,"43°  0'  51""","-123°  58'  2""",L,Coos,9/2/19 13:43,Equipment Use,0.31,0.31
2019,72 - Coos,Gold Beach,76,Cummins Creek,T36S R14W S6 NWSW,"42°  29'  10""","-124°  24'  44""",X,Curry,9/5/19 6:20,Equipment Use,0.01,0.01
2019,72 - Coos,Coos FPA,77,First Beach,T22S R13W S14 SESE,"43°  39'  39.5""","-124°  12'  32.97""",J,Douglas,9/5/19 11:38,Recreationist,0.01,0.01
2019,72 - Coos,Coos FPA,79,Tom Fool Road,T23S R9W S7 NWNE,"43°  35'  5""","-123°  48'  13""",H,Douglas,9/6/19 10:00,Lightning,0.25,0.25
2019,72 - Coos,Coos FPA,80,Otter Creek,T23S R9W S10 SESE,"43°  34'  59.58""","-123°  44'  59.52""",H,Douglas,9/6/19 10:45,Lightning,0.1,0.1
2019,72 - Coos,Coos FPA,81,Charlotte Creek,T22S R10W S18 SENE,"43°  39'  32""","-123°  55'  48""",H,Douglas,9/6/19 14:00,Lightning,0.08,0.08
2019,72 - Coos,Coos FPA,83,Beaver Loop Road,T23S R13W S35 NENW,"43°  32'  15""","-124°  12'  46""",H,Coos,9/6/19 17:05,Smoking,0.01,0.01
2019,72 - Coos,Coos FPA,84,Lindy Bridge Cr #1,T23S R9W S13 NWNW,"43°  34'  38""","-123°  43'  27""",H,Douglas,9/6/19 10:30,Lightning,0.01,0.01
2019,72 - Coos,Coos FPA,85,Lindy Bridge Cr #2,T23S R9W S13 NENE,"43°  34'  38""","-123°  43'  40""",H,Douglas,9/6/19 11:33,Lightning,0.01,0.01
2019,72 - Coos,Coos FPA,86,Little Mill Creek,T22S R10W S11 NWSE,"43°  40'  11.28""","-123°  51'  14.7""",H,Douglas,9/6/19 12:00,Lightning,0.2,0.2
2019,72 - Coos,Bridge,90,Pleasant Valley,T29S R12W S7 SESE,"43°  4'  3.2""","-124°  9'  58.6""",F,Coos,9/14/19 18:41,Miscellaneous,0.03,0.03
2019,72 - Coos,Gold Beach,94,Jerry's Flat Road #2,T36S R14W S29 SWNW,"42°  25'  49.63""","-124°  23'  37.89""",H,Curry,9/18/19 18:27,Miscellaneous,0.01,0.01
2019,72 - Coos,Gold Beach,98,Crooked Creek,T29S R15W S12 NENE,"43°  4'  47.3""","-124°  24'  56.8""",F,Coos,9/29/19 14:15,Recreationist,0.01,0.01
2019,72 - Coos,Coos FPA,99,MM227 Hwy 101,T23S R13W S35 SESW,"43°  31'  36""","-124°  12'  58""",H,Coos,9/29/19 14:30,Debris Burning,0.02,0.02
2019,72 - Coos,Bridge,100,Cherry Hill Rd,T29S R12W S9 SWNE,"43°  4'  24""","-124°  7'  48""",L,Coos,10/1/19 17:30,Debris Burning,1.5,1.5
2019,72 - Coos,Gold Beach,104,Dry Creek,T32S R14W S7 SENW,"42°  48'  23""","-124°  24'  24""",F,Curry,10/10/19 15:45,Debris Burning,0.5,0.5
2019,72 - Coos,Bridge,107,Yellow Creek,T30S R12W S23 SWSW,"42°  56'  59""","-124°  5'  46""",A,Coos,10/13/19 12:04,Equipment Use,0.01,0.01
2019,72 - Coos,Coos FPA,109,Coquille River #2,T28S R15W S24 SESE,"42°  7'  46.9""","-124°  24'  54.7""",F,Coos,10/14/19 15:45,Debris Burning,0.5,0.5
2019,72 - Coos,Gold Beach,111,Sucker Creek,T32S R13W S10 SENE,"42°  48'  36.6""","-124°  13'  28.4""",J,Curry,10/16/19 9:30,Debris Burning,7,7
2019,72 - Coos,Bridge,112,Dead Horse Creek,T28S R9W S4 NWSE,"43°  9'  43.9""","-123°  6'  6.6""",A,Coos,10/27/19 13:27,Recreationist,0.01,0.01
2019,72 - Coos,Gold Beach,113,Myers Creek,T37S R14W S30 SWNW,"42°  20'  46.32""","-124°  24'  46.8""",I,Curry,10/27/19 17:49,Debris Burning,2.89,2.89
2019,72 - Coos,Bridge,114,Milepost 14 Hwy 242,T31S R12W S3 NENE,"42°  55'  7.1""","-124°  6'  11.3""",F,Coos,10/28/19 15:44,Debris Burning,0.01,0.01
2019,72 - Coos,Coos FPA,115,East Bay Road,T25S R12W S30 NESE,"43°  22'  12.1""","-124°  9'  37.4""",H,Coos,10/29/19 9:45,Equipment Use,0.01,0.01
2019,72 - Coos,Coos FPA,117,Bessey Creek,T25S R11W S20 SESW,"43°  22'  59.1""","-124°  1'  56.9""",G,Coos,11/1/19 14:00,Debris Burning,2.5,2.5
2019,72 - Coos,Coos FPA,119,Upper Loop Road,T27S R13W S2 NWSW,"43°  15'  29.7""","-124°  12'  42.8""",H,Coos,11/1/19 15:59,Debris Burning,0.01,0.01
2019,72 - Coos,Coos FPA,120,Thorton Oar,T22S R12W S12 SENE,"43°  40'  43""","-124°  5'  13""",J,Douglas,11/1/19 16:32,Debris Burning,0.17,0.17
2019,72 - Coos,Gold Beach,125,Morrison Road,T29S R14W S9 NENE,"43°  4'  56.6""","-124°  21'  36.3""",F,Coos,11/13/19 14:00,Debris Burning,0.01,0.01
2019,72 - Coos,Gold Beach,126,Randleman Creek,T29S R13W S6 SWSW,"43°  5'  0.2""","-124°  17'  50.1""",J,Coos,11/17/19 13:30,Miscellaneous,0.16,0.16
2019,72 - Coos,Coos FPA,127,Coak Creek,T27S R11W S28 NWNW,"43°  12'  30""","-124°  1'  25""",J,Coos,11/21/19 16:30,Debris Burning,0.01,0.01
2019,72 - Coos,Coos FPA,129,Dean Mountain,T22S R11W S16 NWSE,"43°  39'  17.6""","-124°  0'  59.4""",J,Douglas,11/23/19 15:52,Recreationist,0.01,0.01
2019,72 - Coos,Gold Beach,130,Big Creek #2,T31S R13W S33 SESW,"42°  49'  57.3""","-124°  15'  3.5""",J,Curry,12/6/19 12:49,Debris Burning,0.01,0.01
2019,72 - Coos,Coos FPA,137,Templeton Lane,T23S R12W S36 SENW,"43°  31'  58""","-124°  4'  34""",J,Coos,3/20/19 15:00,Debris Burning,2.6,2.6
2019,72 - Coos,Coos FPA,139,Alder Creek,T28S R13W S19 NWNW,"43°  8'  0""","-124°  17'  10""",L,Coos,4/24/19 14:46,Recreationist,0.01,0.01
2019,72 - Coos,Coos FPA,140,Coos Sumner Rd,T26S R12W S30 NENW,"43°  17'  38""","-124°  10'  29""",J,Coos,4/25/19 16:10,Debris Burning,0.5,0.5
2019,72 - Coos,Bridge,142,Sitkum Lane,T29S R12W S9 NESE,"43°  4'  16""","-124°  7'  37""",L,Coos,4/28/19 13:45,Debris Burning,0.02,0.02
2019,72 - Coos,Coos FPA,143,North Way Lane,T24S R12W S5 SWSW,"43°  30'  36""","-124°  9'  40""",J,Coos,4/28/19 15:00,Debris Burning,0.01,0.01
2019,72 - Coos,Coos FPA,144,Green Acres Lane,T27S R13W S2 SWSE,"43°  15'  20""","-124°  12'  36""",F,Coos,4/29/19 13:48,Debris Burning,0.5,0.5
2019,72 - Coos,Coos FPA,150,Fourth Creek,T25S R13W S30 NWSW,"43°  22'  3""","-124°  17'  36""",F,Coos,5/3/19 11:57,Debris Burning,0.25,0.25
2019,72 - Coos,Bridge,151,Sandy Creek,T29S R10W S27 SENW,"43°  1'  8""","-123°  52'  33""",F,Coos,5/3/19 14:24,Debris Burning,0.06,0.06
2019,72 - Coos,Coos FPA,157,Loon Lake #2,T23S R10W S12 SENE,"43°  34'  53""","-123°  50'  15""",H,Douglas,5/30/19 14:50,Debris Burning,0.01,0.01
2019,72 - Coos,Gold Beach,159,Gardener Ridge,T40S R13W S11 NESW,"42°  7'  34""","-124°  12'  56""",B,Curry,6/8/19 13:40,Recreationist,0.07,0.07
2019,72 - Coos,Gold Beach,161,Myers Creek,T38S R14W S7 NWNE,"42°  18'  31""","-124°  24'  16""",I,Curry,6/8/19 19:55,Debris Burning,1.16,1.16
2019,72 - Coos,Coos FPA,162,Daniels Creek,T26S R12W S15 SENE,"43°  19'  4""","-124°  6'  4""",A,Coos,6/8/19 21:20,Equipment Use,0.01,0.01
2019,72 - Coos,Coos FPA,165,Oak Street,T27S R13W S35 SWSE,"43°  11'  3""","-124°  12'  28""",A,Coos,6/10/19 14:09,Debris Burning,0.01,0.01
2019,72 - Coos,Coos FPA,166,Old Lower Smith River Rd,T21S R12W S15 SESE,"43°  44'  29""","-124°  6'  31""",F,Douglas,6/11/19 0:54,Miscellaneous,0.1,0.1
2019,72 - Coos,Coos FPA,173,Hauser Depot Rd,T24S R13W S14 NWNW,"43°  29'  32""","-124°  13'  11""",L,Coos,6/15/19 16:18,Equipment Use,0.01,0.01
2019,72 - Coos,Gold Beach,178,Cranberry Creek Lane,T29S R15W S24 SWSE,"43°  2'  29""","-124°  25'  26""",F,Coos,6/20/19 14:37,Smoking,0.1,0.1
2019,72 - Coos,Coos FPA,180,Lake Creek,T23S R10W S36 NWSE,"43°  31'  8""","-123°  49'  30""",H,Douglas,6/28/19 9:30,Equipment Use,0.01,0.01
2019,72 - Coos,Gold Beach,181,MM 6.5 Hwy 42S,T28S R14W S36 NENE,"43°  6'  35""","-124°  18'  0""",F,Coos,6/20/19 19:22,Equipment Use,0.1,0.1
2019,72 - Coos,Coos FPA,184,Haynes Way Lane,T24S R12W S17 SENW,"43°  29'  34""","-124°  9'  26""",A,Coos,6/24/19 12:15,Debris Burning,0.04,0.04
2019,72 - Coos,Coos FPA,186,Coos Sumner Lane #2,T25S R12W S30 NWNW,"43°  17'  6""","-124°  10'  6""",J,Coos,6/25/19 15:30,Debris Burning,0.01,0.01
2019,73 - Douglas,North,1,Green Spur,T26S R7W S6 SWNE,"43°  20'  19.32""","-123°  34'  18.18""",T,Douglas,7/2/19 12:12,Lightning,0.25,0.25
2019,73 - Douglas,South,13,RFP By-Pass,T30S R6W S23 NESW,"42°  56'  41""","-123°  22'  38""",A,Douglas,7/4/19 17:05,Miscellaneous,0.01,0.01
2019,73 - Douglas,North,21,Deer Hollow,T23S R5W S33 NENW,"43°  31'  56.4""","-123°  18'  0""",A,Douglas,7/7/19 18:08,Miscellaneous,0.1,0.1
2019,73 - Douglas,North,28,Hancock Mtn,T22S R7W S22 NWNW,"43°  39'  11""","-123°  31'  53""",A,Douglas,7/11/19 12:30,Equipment Use,0.01,0.01
2019,73 - Douglas,South,31,Industrial Way,T30S R6W S12 NENE,"42°  58'  51.9""","-123°  20'  49.3""",F,Douglas,7/12/19 19:40,Debris Burning,0.1,0.1
2019,73 - Douglas,Central,34,Mistletoe Lane,T27S R6W S35 SWSW,"43°  10'  18.75""","-123°  23'  2.54""",A,Douglas,6/13/19 13:00,Equipment Use,0.5,0.5
2019,73 - Douglas,North,36,Oak St.,T25S R5W S4 NENE,"43°  25'  53.58""","-123°  17'  20.88""",F,Douglas,7/14/19 17:15,Equipment Use,0.5,0.5
2019,73 - Douglas,South,44,Molly St,T33S R6W S4 SWNW,"42°  44'  4.92""","-123°  25'  25.5""",A,Douglas,7/16/19 16:56,Smoking,0.01,0.01
2019,73 - Douglas,South,50,Glenbrook Loop,T30S R6W S34 SWNW,"42°  55'  15.9""","-123°  24'  11.1""",A,Douglas,7/19/19 16:14,Equipment Use,5,5
2019,73 - Douglas,Central,54,Buckhorn Rd,T27S R5W S15 SWSE,"43°  13'  1.02""","-123°  16'  21.48""",A,Douglas,7/20/19 14:50,Equipment Use,0.01,0.01
2019,73 - Douglas,North,60,Hubbard Creek,T25S R7W S31 NWNW,"43°  21'  25.38""","-123°  35'  3.42""",A,Douglas,7/23/19 17:30,Equipment Use,0.01,0.01
2019,73 - Douglas,North,63,Haines Creek,T22S R7W S30 NESE,"43°  37'  22""","-123°  34'  12""",R,Douglas,7/23/19 19:50,Debris Burning,0.25,0.25
2019,73 - Douglas,South,69,MP 97,T30S R5W S34 SESE,"42°  54'  49.8""","-123°  16'  6.6""",F,Douglas,7/24/19 21:57,Recreationist,13119,13119
2019,73 - Douglas,North,70,Indian Creek Dr.,T24S R5W S7 NWSW,"43°  29'  47""","-123°  20'  15""",R,Douglas,7/25/19 15:03,Recreationist,0.1,0.1
2019,73 - Douglas,Central,72,Berry Creek #2,T29S R8W S13 NESW,"43°  2'  43""","-123°  35'  49""",C,Douglas,7/25/19 17:45,Equipment Use,2,2
2019,73 - Douglas,North,77,Krewson Creek,T22S R5W S9 NWNW,"43°  40'  34""","-123°  18'  16""",A,Douglas,7/27/19 12:30,Equipment Use,0.01,0.01
2019,73 - Douglas,North,78,Crouch Rd,T25S R6W S22 SWSW,"43°  22'  45""","-123°  24'  9""",A,Douglas,7/27/19 13:58,Equipment Use,1.5,1.5
2019,73 - Douglas,South,81,South Myrtle,T29S R5W S23 SWSE,"43°  1'  48.2""","-123°  15'  14""",A,Douglas,7/28/19 10:00,Miscellaneous,0.1,0.1
2019,73 - Douglas,Central,93,Upper Camas,T29S R8W S18 SENE,"43°  2'  59.64""","-123°  41'  2.76""",A,Douglas,8/1/19 15:30,Equipment Use,0.5,0.5
2019,73 - Douglas,North,101,Old Pioneer,T24S R5W S35 NESE,"43°  26'  13.68""","-123°  15'  0.18""",C,Douglas,8/2/19 23:23,Equipment Use,0.25,0.25
2019,73 - Douglas,Central,108,Swiftwater,T26S R2W S7 NESW,"43°  19'  13.57""","-122°  59'  7.39""",A,Douglas,8/5/19 17:40,Equipment Use,0.01,0.01
2019,73 - Douglas,South,116,North Gazley,T30S R5W S9 SESE,"42°  58'  37""","-123°  17'  38""",H,Douglas,8/9/19 17:50,Lightning,0.25,0.25
2019,73 - Douglas,South,128,Tison Rd,T31S R1W S32 SESE,"42°  49'  49.41""","-122°  50'  46.38""",H,Douglas,8/10/19 19:30,Equipment Use,0.01,0.01
2019,73 - Douglas,North,133,Hardscrabble,T22S R6W S01 NENE,"43°  41'  33""","-123°  21'  5""",L,Douglas,8/14/19 13:50,Equipment Use,0.1,0.1
2019,73 - Douglas,South,134,May Creek,T29S R3W S33 SWNE,"43°  0'  26.1""","-123°  4'  4.5""",H,Douglas,8/14/19 22:30,Equipment Use,0.01,0.01
2019,73 - Douglas,Central,135,Melrose Heights,T27S R6W S7 NESW,"43°  13'  54.75""","-123°  27'  31.68""",A,Douglas,8/15/19 11:46,Equipment Use,5.68,5.68
2019,73 - Douglas,North,137,Longview,T21S R4W S9 SESE,"43°  44'  58.97""","-123°  10'  31.82""",H,Douglas,8/16/19 17:01,Railroad,1.12,3.35
2019,73 - Douglas,South,152,Louis Creek,T29S R4W S14 SWSE,"43°  2'  34""","-123°  8'  38.81""",C,Douglas,8/20/19 13:40,Equipment Use,2,2
2019,73 - Douglas,Central,153,MP 128 NB,T26S R6W S25 SWSE,"43°  16'  31.62""","-123°  21'  17.7""",A,Douglas,8/20/19 15:30,Equipment Use,0.01,0.01
2019,73 - Douglas,North,168,Weatherly Cr. #2,T21S R8W S32 SENW,"43°  42'  12""","-123°  40'  16""",J,Douglas,8/24/19 15:20,Equipment Use,0.25,0.25
2019,73 - Douglas,North,186,Oak Hill Rd,T25S R6W S32 NENE,"43°  21'  48""","-123°  25'  44""",A,Douglas,8/29/19 15:24,Equipment Use,0.25,0.25
2019,73 - Douglas,Central,187,Melrose Rd,T27S R7W S1 SWSE,"43°  14'  45.54""","-123°  28'  32.27""",A,Douglas,8/29/19 15:50,Equipment Use,0.01,0.01
2019,73 - Douglas,North,194,Hayhurst,T22S R5W S18 NWNE,"43°  39'  39""","-123°  20'  3""",L,Douglas,8/31/19 10:38,Equipment Use,0.01,0.01
2019,73 - Douglas,Central,198,Thompson Creek,T29S R7W S35 SESW,"43°  0'  3.06""","-123°  30'  1.2""",H,Douglas,9/1/19 22:35,Miscellaneous,0.1,0.1
2019,73 - Douglas,South,200,Clear Cr. #1,T32S R5W S1 SWSE,"42°  48'  43.2""","-123°  14'  5.4""",H,Douglas,3/13/19 15:39,Arson,0.01,0.01
2019,73 - Douglas,South,201,Clear Cr. #2,T32S R5W S1 SESE,"42°  48'  51.6""","-123°  14'  0""",H,Douglas,3/13/19 15:39,Arson,0.01,0.01
2019,73 - Douglas,Central,202,Thunder Mtn.,T27S R3W S1 SWNW,"43°  15'  5""","-123°  0'  30""",H,Douglas,3/17/19 22:00,Recreationist,2.07,2.07
2019,73 - Douglas,South,203,Canyon Ridge,T31S R5W S4 SESW,"42°  54'  0""","-123°  17'  59.4""",J,Douglas,3/18/19 13:55,Recreationist,0.1,0.1
2019,73 - Douglas,Central,204,Evarts Creek,T27S R3W S24 SENE,"43°  12'  25.8""","-122°  59'  39.6""",H,Douglas,3/19/19 16:44,Recreationist,0.01,0.01
2019,73 - Douglas,South,205,Mp 21 Tiller Trail Hwy,T30S R3W S26 NWSE,"42°  56'  21""","-123°  1'  26""",F,Douglas,4/23/19 14:30,Debris Burning,0.1,0.1
2019,73 - Douglas,North,206,Hawkview Ln.,T25S R6W S10 SENE,"43°  24'  39""","-123°  23'  27""",J,Douglas,4/30/19 14:35,Debris Burning,8.5,8.5
2019,73 - Douglas,Central,206,Kelly Creek,T25S R3W S25 NENE,"43°  22'  12.31""","-122°  59'  31.93""",H,Douglas,9/5/19 15:25,Lightning,0.25,0.25
2019,73 - Douglas,South,207,Sam Creek,T29S R1W S33 NWSE,"43°  0'  40.98""","-122°  49'  53.88""",A,Douglas,9/5/19 16:40,Equipment Use,1,1
2019,73 - Douglas,Central,207,Strickland Canyon #2,T28S R7W S15 SWNE,"43°  8'  2""","-123°  30'  37""",J,Douglas,5/1/19 11:45,Debris Burning,18.11,18.11
2019,73 - Douglas,South,208,Bullock #1,T30S R1W S15 SESE,"42°  57'  50.88""","-122°  48'  26.88""",C,Douglas,9/5/19 19:11,Lightning,1,1
2019,73 - Douglas,Central,208,Susan Cr. Rd.,T26S R2W S11 SWSW,"43°  18'  54.31""","-122°  54'  29.9""",J,Douglas,5/4/19 15:50,Debris Burning,18.27,18.27
2019,73 - Douglas,South,209,Tiller Trail,T31S R1W S29 SWNW,"42°  51'  11.7""","-122°  51'  34.8""",J,Douglas,5/9/19 14:09,Debris Burning,43.35,43.35
2019,73 - Douglas,North,210,Kelly Ct.,T24S R7W S32 SENW,"43°  26'  32""","-123°  33'  31""",L,Douglas,5/9/19 14:30,Debris Burning,0.25,0.25
2019,73 - Douglas,South,210,Bullock #2,T30S R1W S14 NWSW,"42°  57'  54""","-122°  48'  6""",C,Douglas,9/5/19 19:45,Lightning,0,0.1
2019,73 - Douglas,South,211,Green Mountain,T32S R4W S27 SENW,"42°  45'  49.68""","-123°  9'  46.98""",G,Douglas,9/5/19 19:18,Lightning,0.1,0.1
2019,73 - Douglas,North,212,Union Gap,T25S R5W S8 SESE,"43°  24'  19.85""","-123°  18'  29.39""",J,Douglas,5/9/19 15:00,Debris Burning,18.74,18.74
2019,73 - Douglas,South,214,Fortune Branch,T32S R5W S17 SESE,"42°  47'  11.82""","-123°  18'  43.02""",H,Douglas,5/13/19 7:30,Debris Burning,0.01,0.01
2019,73 - Douglas,Central,215,Rice Cr.,T29S R6W S19 SWNE,"43°  2'  16.8""","-123°  27'  12.12""",R,Douglas,9/6/19 10:47,Lightning,0.01,0.01
2019,73 - Douglas,Central,216,Hidden Hill,T28S R7W S26 NWNW,"43°  6'  37.09""","-123°  30'  1.59""",C,Douglas,6/1/19 17:31,Equipment Use,0.33,0.33
2019,73 - Douglas,North,217,Hardscrabble,T22S R6W S1 NWSE,"43°  41'  1.05""","-123°  21'  14.98""",L,Douglas,6/10/19 14:40,Debris Burning,1,1
2019,73 - Douglas,North,218,Fawn Ridge,T24S R5W S4 NESE,"43°  30'  36.72""","-123°  17'  14.4""",L,Douglas,6/10/19 15:20,Debris Burning,0.1,0.1
2019,73 - Douglas,North,219,Oak Hill Rd.,T25S R6W S32 SENE,"43°  21'  24.6""","-123°  25'  37.92""",C,Douglas,6/10/19 18:00,Debris Burning,0.1,0.1
2019,73 - Douglas,North,220,Gallagher Ridge,T24S R6W S9 SESE,"43°  29'  46.2""","-123°  24'  34.62""",J,Douglas,9/6/19 12:00,Lightning,0.2,0.2
2019,73 - Douglas,North,221,Scotts Valley,T21S R4W S31 NENE,"43°  42'  18""","-123°  12'  38""",A,Douglas,6/11/19 16:40,Equipment Use,3,3
2019,73 - Douglas,Central,221,South Deer Cr.,T28S R4W S5 SWNW,"43°  10'  0.78""","-123°  12'  18.6""",G,Douglas,9/5/19 22:10,Lightning,0.01,0.01
2019,73 - Douglas,South,222,Hay Days,T30S R4W S8 NWSE,"42°  58'  22.2""","-123°  11'  43.08""",A,Douglas,6/13/19 12:30,Equipment Use,0.25,0.25
2019,73 - Douglas,South,222,Slide Creek,T29S R4W S2 NWNW,"43°  5'  1.38""","-123°  8'  41.4""",H,Douglas,9/5/19 22:58,Lightning,0.1,0.1
2019,73 - Douglas,South,223,Beals Creek,T30S R4W S19 SWSE,"42°  56'  35.3""","-123°  12'  50.6""",A,Douglas,6/13/19 20:35,Equipment Use,0.25,0.25
2019,73 - Douglas,Central,223,Dawson Rd,T27S R5W S29 NESE,"43°  11'  24.42""","-123°  18'  29.7""",C,Douglas,9/5/19 22:20,Lightning,0.01,0.01
2019,73 - Douglas,Central,224,Wild River Dr#2,T26S R4W S23 NWNW,"43°  17'  54.42""","-123°  8'  48""",L,Douglas,6/14/19 11:16,Debris Burning,0.01,0.01
2019,73 - Douglas,South,226,Brown Street,T32S R6W S33 SWSW,"42°  44'  23""","-123°  25'  24""",R,Douglas,9/5/19 23:00,Lightning,0.01,0.01
2019,73 - Douglas,North,229,Tom Folley,T22S R7W S8 NWNW,"43°  40'  38.88""","-123°  33'  39.6""",J,Douglas,6/18/19 4:30,Equipment Use,0.01,0.01
2019,73 - Douglas,Central,230,Shivigny Cr.,T26S R2W S34 SWSW,"43°  15'  29.84""","-122°  55'  44.52""",H,Douglas,9/5/19 23:00,Lightning,0.2,0.2
2019,73 - Douglas,South,231,South Myrtle,T29S R5W S25 NESE,"43°  1'  5.12""","-123°  13'  53.36""",G,Douglas,9/6/19 8:15,Lightning,0.42,0.42
2019,73 - Douglas,North,234,Big Tom Folley,T21S R7W S27 SESW,"43°  42'  29.7""","-123°  30'  57.18""",G,Douglas,9/6/19 5:30,Lightning,12.86,12.86
2019,73 - Douglas,Central,235,Olalla Rd.,T30S R7W S5 SWNE,"42°  59'  41.22""","-123°  33'  6.72""",G,Douglas,9/6/19 9:50,Lightning,0.01,0.01
2019,73 - Douglas,North,236,Oakhill Rd. #2,T25S R6W S34 NWNW,"43°  21'  22.68""","-123°  24'  16.32""",A,Douglas,9/7/19 8:00,Lightning,0.01,0.01
2019,73 - Douglas,Central,238,Twin Cedar,T24S R2W S14 SESW,"43°  28'  49.38""","-122°  54'  11.73""",H,Douglas,9/6/19 9:00,Lightning,0.01,0.01
2019,73 - Douglas,North,239,Sparks Rd.,T24S R6W S11 SWSE,"43°  29'  35.88""","-123°  22'  17.4""",G,Douglas,9/6/19 10:30,Lightning,0.01,0.01
2019,73 - Douglas,North,240,Elkhead Rd.,T23S R4W S29 NWSE,"43°  32'  16.08""","-123°  11'  48.6""",G,Douglas,9/6/19 12:30,Lightning,0.01,0.01
2019,73 - Douglas,Central,241,Kent Cr.,T29S R7W S14 SWSE,"43°  2'  42.3""","-123°  29'  38.28""",H,Douglas,9/6/19 12:32,Lightning,0.5,0.5
2019,73 - Douglas,North,244,Bonanza Mine,T25S R4W S17 NWSE,"43°  23'  32""","-123°  11'  45""",G,Douglas,9/6/19 12:30,Lightning,0.1,0.1
2019,73 - Douglas,North,245,Comstock Road,T25S R5W S18 NENE,"43°  24'  10""","-123°  19'  51""",A,Douglas,9/6/19 14:30,Debris Burning,0.1,0.1
2019,73 - Douglas,Central,245,MP 113 I5 SB,T29S R6W S12 NWNE,"43°  4'  8""","-123°  21'  10""",A,Douglas,6/24/19 9:19,Equipment Use,0.75,0.75
2019,73 - Douglas,South,246,Riddle By-Pass,T30S R6W S27 NWSW,"42°  56'  0""","-123°  24'  14""",A,Douglas,6/22/19 19:30,Equipment Use,0.01,0.01
2019,73 - Douglas,South,248,Threehorn,T32S R2W S24 SWNW,"42°  46'  28.8""","-122°  53'  28.15""",G,Douglas,9/6/19 15:55,Lightning,0.1,0.1
2019,73 - Douglas,Central,249,Hill Cr.,T26S R2W S5 SESW,"43°  19'  55.2""","-122°  57'  48.48""",H,Douglas,9/6/19 17:15,Lightning,0.1,0.1
2019,73 - Douglas,North,250,Milepost 165,T21S R4W S16 NWSE,"43°  44'  44""","-123°  10'  52""",A,Douglas,6/25/19 10:35,Equipment Use,0.01,0.01
2019,73 - Douglas,Central,250,Glide Transfer,T26S R4W S27 NWNW,"43°  17'  9.42""","-123°  9'  56.88""",H,Douglas,9/6/19 16:23,Lightning,0.1,0.1
