STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WESF,WT01,WT03,WT05,WT06,,
USC00351765,"CONDON, OR US",4/16/13,,,0.02,,,45,28,31,,,,,1,,,
USC00350265,"ARLINGTON, OR US",4/15/13,,,0,,,60,36,40,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/15/13,,,0,0.1,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/15/13,,,0.01,,,47,26,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",4/14/13,,,0,,,55,37,44,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/14/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/14/13,,,0,,,51,27,44,,,,,,,,
USC00350265,"ARLINGTON, OR US",4/13/13,,,0,,,59,39,47,,,,,,,,
USC00351765,"CONDON, OR US",4/13/13,,,0,,,57,32,39,,,,,,,,1
USC00350265,"ARLINGTON, OR US",4/12/13,,,0,,,60,34,39,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/12/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/12/13,,,0,,,51,26,42,,,,,,,,
USC00350265,"ARLINGTON, OR US",4/11/13,,,0,,,64,43,45,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/11/13,,,0.01,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/11/13,,,0,,,62,28,46,,,,,,,,1
USC00350265,"ARLINGTON, OR US",4/10/13,,,0,,,65,47,54,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/10/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/10/13,,,0,,,60,42,58,,,,,,,,
USC00350265,"ARLINGTON, OR US",4/9/13,,,0,,,57,39,47,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/9/13,,,0.01,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/9/13,,,0,,,49,28,42,,,,,,,,
USC00350265,"ARLINGTON, OR US",4/8/13,,,0,,,57,42,46,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/8/13,,,0.08,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/8/13,,,0.16,,,52,28,45,,,,,,1,,
USC00350265,"ARLINGTON, OR US",4/7/13,,,0.11,,,61,43,44,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/7/13,,,0.11,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/7/13,,,0.06,,,54,40,48,,,,,,,,1
USC00350265,"ARLINGTON, OR US",4/6/13,,,0.02,,,64,47,50,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/6/13,,,0.04,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/6/13,,,0.04,,,62,40,44,,,,,,,,
USC00350265,"ARLINGTON, OR US",4/5/13,,,0.17,,,60,47,52,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/5/13,,,0.1,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/5/13,,,0.12,,,61,41,49,,,,,,,,1
USC00350265,"ARLINGTON, OR US",4/4/13,,,0,,,69,47,54,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/4/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/4/13,,,0,,,67,49,52,,,,,,,,
USC00350265,"ARLINGTON, OR US",4/3/13,,,0,,,68,46,47,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/3/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/3/13,,,0,,,62,37,52,,,,,,,,
USC00350265,"ARLINGTON, OR US",4/2/13,,,0,,,72,46,56,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/2/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/2/13,,,0.01,,,70,38,45,,,,,,,,
USC00350265,"ARLINGTON, OR US",4/1/13,,,0,,,75,37,46,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",4/1/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",4/1/13,,,0,,,65,37,49,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/31/13,,,0,,,74,37,37,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/31/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/31/13,,,0,,,56,39,56,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/30/13,,,0,,,71,38,38,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/30/13,,,0,,,,,,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/29/13,,,0,,,64,47,53,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/29/13,,,0.01,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/29/13,,,0,,,57,43,52,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/28/13,,,0.02,,,63,46,47,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/28/13,,,0.13,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/28/13,,,0.16,,,59,38,54,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/27/13,,,0.05,,,56,42,47,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/27/13,,,0.07,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/27/13,,,0.15,,,56,35,38,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/26/13,,,0,,,59,34,42,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/26/13,,,0.02,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/26/13,,,0,,,51,30,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/25/13,,,0,,,54,25,34,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/25/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/25/13,,,0,,,44,30,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/24/13,,,0,,,52,24,25,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/24/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/24/13,,,0,,,45,23,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/23/13,,,0.01,,,51,30,32,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/23/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/23/13,,,0,,,41,22,25,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/22/13,,,0,,,51,34,35,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/22/13,,,0.01,0.2,0.1,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/22/13,,,0.03,,,43,22,25,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/21/13,,,0.06,,,56,39,39,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/21/13,,,0.09,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/21/13,,,0.05,,,53,28,29,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/20/13,,,0.25,,,54,30,40,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/20/13,,,0.11,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/20/13,,,0.1,,,52,32,52,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/19/13,,,0,,,54,28,30,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/19/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/19/13,,,0,,,50,26,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/18/13,,,0,,,50,39,41,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/18/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/18/13,,,0,,,43,26,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/17/13,,,0.01,,,57,39,41,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/17/13,,,0.04,0.3,0.2,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/17/13,,,0.03,,,52,23,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/16/13,,,0,,,63,44,45,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/16/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/16/13,,,0,,,60,35,40,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/15/13,,,0,,,65,44,44,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/15/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/15/13,,,0,,,65,39,41,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/14/13,,,0,,,63,45,47,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/14/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/14/13,,,0,,,66,42,46,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/13/13,,,0,,,62,44,49,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/13/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/13/13,,,0,,,59,39,42,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/12/13,,,0,,,56,44,45,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/12/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/12/13,,,0,,,50,38,43,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/11/13,,,0,,,58,36,48,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/11/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/11/13,,,0,,,56,38,41,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/10/13,,,0,,,61,29,48,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/10/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/10/13,,,0,,,56,29,44,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/9/13,,,0,,,55,28,29,,,,,,,,
USC00351765,"CONDON, OR US",3/9/13,,,0,,,48,25,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/8/13,,,0,,,57,29,33,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/8/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/8/13,,,0,,,51,27,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/7/13,,,0.27,,,44,32,36,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/7/13,,,0.08,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/7/13,,,0.04,,,38,26,38,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/6/13,,,0.12,,,47,33,40,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/6/13,,,0.06,0.3,0.2,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/6/13,,,0.16,,,42,30,32,,,,,1,,,
USC00350265,"ARLINGTON, OR US",3/5/13,,,0,,,54,27,33,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/5/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/5/13,,,0,,,47,29,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/4/13,,,0,,,54,22,29,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/4/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/4/13,,,0,,,47,20,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/3/13,,,0,,,56,37,42,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/3/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/3/13,,,0,,,53,23,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/2/13,,,0,,,60,41,44,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",3/2/13,,,0.01,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",3/2/13,,,0.01,,,61,37,43,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/1/13,,,0.02,,,53,42,44,,,,,,,,
USC00351765,"CONDON, OR US",3/1/13,,,0,,,54,42,52,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/28/13,,,0.03,,,57,37,43,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/28/13,,,0.05,,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/28/13,,,0.05,,,51,34,42,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/27/13,,,0,,,51,33,37,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/27/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/27/13,,,0,,,45,27,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/26/13,,,0,,,50,32,37,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/26/13,,,0.03,0.3,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/26/13,,,0.02,,,45,20,27,,,,,1,,,
USC00350265,"ARLINGTON, OR US",2/25/13,,,0.02,,,50,34,41,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/25/13,,,0.02,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/25/13,,,0,,,43,29,36,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/24/13,,,0,,,50,32,37,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/24/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/24/13,,,0,,,43,22,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/23/13,,,0,,,50,37,40,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/23/13,,,0.02,0.3,0.2,,,,,0,,,,,,
USC00351765,"CONDON, OR US",2/23/13,,,0.01,0.3,,45,27,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/22/13,,,0,,,49,38,43,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/22/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/22/13,,,0,,,39,33,38,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/21/13,,,0,,,50,29,38,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/21/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/21/13,,,0,,,43,26,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/20/13,,,0,,,51,24,29,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/20/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/20/13,,,0,,,40,24,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/19/13,,,0,,,46,24,24,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/19/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/19/13,,,0,,,42,25,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/18/13,,,0,,,50,28,30,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/18/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/18/13,,,0,,,44,23,29,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/17/13,,,0,,,55,32,37,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/17/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/17/13,,,0,,,54,23,27,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/16/13,,,0,,,53,30,32,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/16/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/16/13,,,0,,,54,32,42,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/15/13,,,0,,,54,29,31,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/15/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/15/13,,,0,,,49,29,43,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/14/13,,,0,,,54,36,40,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/14/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/14/13,,,0,,,48,29,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/13/13,,,0,,,56,44,47,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/13/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/13/13,,,0,,,49,29,40,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/12/13,,,0,,,54,32,44,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/12/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/12/13,,,0,,,48,29,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/11/13,,,0,,,50,29,32,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/11/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/11/13,,,0,,,49,23,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/10/13,,,0,,,51,30,41,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/10/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/10/13,,,0,,,44,24,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/9/13,,,0,,,49,28,38,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/9/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/9/13,,,0,,,45,21,27,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/8/13,,,0,,,53,26,28,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/8/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/8/13,,,0,,,40,20,21,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/7/13,,,0.01,,,53,36,39,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/7/13,,,0.01,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/7/13,,,0,,,46,33,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/6/13,,,0,,,53,33,36,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/6/13,,,0.01,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/6/13,,,0.02,,,45,33,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/5/13,,,0,,,47,36,41,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/5/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/5/13,,,0,,,51,34,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/4/13,,,0,,,49,30,38,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/4/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/4/13,,,0,,,53,32,38,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/3/13,,,0,,,46,28,30,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/3/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/3/13,,,0,,,51,29,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/2/13,,,0,,,50,27,28,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/2/13,,,0,0,,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/2/13,,,0,,,54,27,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/1/13,,,0,,,54,34,35,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",2/1/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",2/1/13,,,0,,,47,29,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/31/13,,,0,,,53,44,45,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/31/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/31/13,,,0,,,47,34,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/30/13,,,0,,,49,43,49,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/30/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/30/13,,,0,,,40,36,40,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/29/13,,,0,,,46,40,44,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/29/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/29/13,,,0,,,36,32,36,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/28/13,,,0.01,,,47,34,40,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/28/13,,,0,0.4,0.4,,,,,0,,,,,,
USC00351765,"CONDON, OR US",1/28/13,,,0.03,0.8,1,44,27,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/27/13,,,0,,,41,28,34,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/27/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/27/13,,,0,,,44,27,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/26/13,,,0.07,,,38,33,35,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/26/13,,,0.37,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/26/13,,,0.33,,,45,29,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/25/13,,,0.02,,,39,29,33,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/25/13,,,0.01,,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/25/13,,,0.03,,,45,27,40,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/24/13,,,0.01,,,32,27,29,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/24/13,,,0.08,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/24/13,,,0,,,31,18,27,,,1,,,,,
USC00350265,"ARLINGTON, OR US",1/23/13,,,0,,,29,27,27,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/23/13,,,0,,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/23/13,,,0,,,18,17,18,,,1,,,,,
USC00350265,"ARLINGTON, OR US",1/22/13,,,0,,,29,27,27,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/22/13,,,0,,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/22/13,,,0,,,25,15,17,,,1,,,,,
USC00350265,"ARLINGTON, OR US",1/21/13,,,0,,,30,28,28,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/21/13,,,0,,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/21/13,,,0,,,37,11,15,,,1,,,,,
USC00350265,"ARLINGTON, OR US",1/20/13,,,0,,,30,28,28,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/20/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/20/13,,,0,,,50,15,20,,,1,,,,,
USC00350265,"ARLINGTON, OR US",1/19/13,,,0,,,35,28,29,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/19/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/19/13,,,0,,,53,24,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/18/13,,,0,,,30,29,29,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/18/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/18/13,,,0,,,53,15,28,,,1,,,,,
USC00350265,"ARLINGTON, OR US",1/17/13,,,0,,,32,29,29,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/17/13,,,0,,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/17/13,,,0,,,52,15,19,,,1,,,,,
USC00350265,"ARLINGTON, OR US",1/16/13,,,0,,,41,24,30,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/16/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/16/13,,,0,,,45,21,29,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/15/13,,,0,,,42,22,25,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/15/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/15/13,,,0,,,35,14,22,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/14/13,,,0,,,30,18,27,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/14/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/14/13,,,0,,,30,14,19,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/13/13,,,0,,,34,18,22,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/13/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/13/13,,,0,,,33,11,16,,,1,,,,,
USC00350265,"ARLINGTON, OR US",1/12/13,,,0,,,41,19,23,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/12/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/12/13,,,0,,,33,13,16,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/11/13,,,0,,,44,27,27,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/11/13,,,0.01,0.3,,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/11/13,,,0.02,0.4,,37,21,23,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/10/13,,,0,,,48,33,34,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/10/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/10/13,,,0,,,49,22,24,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/9/13,,,0.03,,,45,36,38,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/9/13,,,0,0,0,,,,,,,,,,,
USC00351765,"CONDON, OR US",1/9/13,,,0,,,49,33,48,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/8/13,,,0.02,,0,52,33,42,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/8/13,,,0.06,,1.5,,,,0.7,,,,,,,
USC00351765,"CONDON, OR US",1/8/13,,,0,,2,44,33,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/7/13,,,0.02,0,0,36,28,34,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/7/13,,,0.1,0,6.3,,,,1.1,,,,,,,
USC00351765,"CONDON, OR US",1/7/13,,,0,,4,37,24,37,,,1,,,,,
USC00350265,"ARLINGTON, OR US",1/6/13,,,0.13,1.2,1,32,28,28,,,,,,,,
US1ORGL0002,"CONDON 1.8 NNE, OR US",1/6/13,,,0.05,0.6,6.6,,,,1,0.1,,,,,,
USC00351765,"CONDON, OR US",1/6/13,,,0.02,0.5,6,28,20,24,,,1,,,,,
